File,Cleaned_file
Sound1448,1030_IWW_SAD_XX
Sound1449,1030_IWW_SAD_XX
Sound1450,1055_IEO_ANG_MD
Sound1451,1055_IEO_ANG_MD
Sound1452,1055_IEO_ANG_MD
Sound1453,1073_IOM_FEA_XX
Sound1454,1073_IOM_FEA_XX
Sound1455,1073_IOM_FEA_XX
Sound1456,1003_ITH_NEU_XX
Sound1457,1003_ITH_NEU_XX
Sound1458,1003_ITH_NEU_XX
Sound1459,1088_DFA_DIS_XX
Sound1460,1088_DFA_DIS_XX
Sound1461,1088_DFA_DIS_XX
Sound1462,1024_ITH_ANG_XX
Sound1463,1024_ITH_ANG_XX
Sound1464,1024_ITH_ANG_XX
Sound1465,1055_TAI_ANG_XX
Sound1466,1055_TAI_ANG_XX
Sound1467,1055_TAI_ANG_XX
Sound1468,1007_ITS_ANG_XX
Sound1469,1007_ITS_ANG_XX
Sound1470,1007_ITS_ANG_XX
Sound1471,1004_TIE_HAP_XX
Sound1472,1004_TIE_HAP_XX
Sound1473,1004_TIE_HAP_XX
Sound1474,1026_ITH_ANG_XX
Sound1475,1026_ITH_ANG_XX
Sound1476,1026_ITH_ANG_XX
Sound1477,1053_IEO_DIS_LO
Sound1478,1053_IEO_DIS_LO
Sound1479,1053_IEO_DIS_LO
Sound1480,1030_IWL_SAD_XX
Sound1481,1030_IWL_SAD_XX
Sound1482,1030_IWL_SAD_XX
Sound1483,1024_IWW_ANG_XX
Sound1484,1024_IWW_ANG_XX
Sound1485,1024_IWW_ANG_XX
Sound1486,1051_ITS_HAP_XX
Sound1487,1051_ITS_HAP_XX
Sound1488,1051_ITS_HAP_XX
Sound1489,1039_IWL_NEU_XX
Sound1490,1039_IWL_NEU_XX
Sound1491,1039_IWL_NEU_XX
Sound1492,1067_WSI_SAD_XX
Sound1493,1067_WSI_SAD_XX
Sound1494,1067_WSI_SAD_XX
Sound1495,1062_MTI_SAD_XX
Sound1496,1062_MTI_SAD_XX
Sound1497,1062_MTI_SAD_XX
Sound1498,1037_WSI_DIS_XX
Sound1499,1037_WSI_DIS_XX
Sound1500,1037_WSI_DIS_XX
Sound1501,1034_ITH_ANG_XX
Sound1502,1034_ITH_ANG_XX
Sound1503,1034_ITH_ANG_XX
Sound1504,1009_IEO_FEA_MD
Sound1505,1009_IEO_FEA_MD
Sound1506,1009_IEO_FEA_MD
Sound1507,1077_TIE_ANG_XX
Sound1508,1077_TIE_ANG_XX
Sound1509,1077_TIE_ANG_XX
Sound1510,1075_TIE_HAP_XX
Sound1511,1075_TIE_HAP_XX
Sound1512,1075_TIE_HAP_XX
Sound1513,1054_ITH_SAD_XX
Sound1514,1054_ITH_SAD_XX
Sound1515,1054_ITH_SAD_XX
Sound1516,1025_IWW_DIS_XX
Sound1517,1025_IWW_DIS_XX
Sound1518,1025_IWW_DIS_XX
Sound1519,1064_IWW_SAD_XX
Sound1520,1064_IWW_SAD_XX
Sound1521,1064_IWW_SAD_XX
Sound1522,1023_IEO_SAD_MD
Sound1523,1023_IEO_SAD_MD
Sound1524,1023_IEO_SAD_MD
Sound1525,1068_WSI_HAP_XX
Sound1526,1068_WSI_HAP_XX
Sound1527,1068_WSI_HAP_XX
Sound1528,1004_IEO_ANG_HI
Sound1529,1004_IEO_ANG_HI
Sound1530,1004_IEO_ANG_HI
Sound1531,1012_MTI_DIS_XX
Sound1532,1012_MTI_DIS_XX
Sound1533,1012_MTI_DIS_XX
Sound1534,1037_DFA_FEA_XX
Sound1535,1037_DFA_FEA_XX
Sound1536,1037_DFA_FEA_XX
Sound1537,1090_IEO_SAD_LO
Sound1538,1090_IEO_SAD_LO
Sound1539,1090_IEO_SAD_LO
Sound1540,1021_IWL_DIS_XX
Sound1541,1021_IWL_DIS_XX
Sound1542,1021_IWL_DIS_XX
Sound1543,1005_MTI_ANG_XX
Sound1544,1005_MTI_ANG_XX
Sound1545,1005_MTI_ANG_XX
Sound1546,1019_IOM_FEA_XX
Sound1547,1019_IOM_FEA_XX
Sound1548,1019_IOM_FEA_XX
Sound1549,1028_IEO_SAD_HI
Sound1550,1028_IEO_SAD_HI
Sound1551,1028_IEO_SAD_HI
Sound1552,1003_MTI_SAD_XX
Sound1553,1003_MTI_SAD_XX
Sound1554,1003_MTI_SAD_XX
Sound1555,1028_IEO_FEA_LO
Sound1556,1028_IEO_FEA_LO
Sound1557,1028_IEO_FEA_LO
Sound1558,1020_TAI_ANG_XX
Sound1559,1020_TAI_ANG_XX
Sound1560,1020_TAI_ANG_XX
Sound1561,1024_ITS_FEA_XX
Sound1562,1024_ITS_FEA_XX
Sound1563,1024_ITS_FEA_XX
Sound1564,1055_WSI_SAD_XX
Sound1565,1055_WSI_SAD_XX
Sound1566,1055_WSI_SAD_XX
Sound1567,1010_ITH_FEA_XX
Sound1568,1010_ITH_FEA_XX
Sound1569,1010_ITH_FEA_XX
Sound1570,1028_IWW_FEA_XX
Sound1571,1028_IWW_FEA_XX
Sound1572,1028_IWW_FEA_XX
Sound1573,1021_DFA_NEU_XX
Sound1574,1021_DFA_NEU_XX
Sound1575,1021_DFA_NEU_XX
Sound1576,1087_IEO_FEA_HI
Sound1577,1087_IEO_FEA_HI
Sound1578,1087_IEO_FEA_HI
Sound1579,1062_TAI_DIS_XX
Sound1580,1062_TAI_DIS_XX
Sound1581,1062_TAI_DIS_XX
Sound1582,1084_TAI_SAD_XX
Sound1583,1084_TAI_SAD_XX
Sound1584,1084_TAI_SAD_XX
Sound1585,1051_IWW_SAD_XX
Sound1586,1051_IWW_SAD_XX
Sound1587,1051_IWW_SAD_XX
Sound1588,1075_IWL_HAP_XX
Sound1589,1075_IWL_HAP_XX
Sound1590,1075_IWL_HAP_XX
Sound1591,1050_IEO_NEU_XX
Sound1592,1050_IEO_NEU_XX
Sound1593,1050_IEO_NEU_XX
Sound1594,1062_IEO_HAP_LO
Sound1595,1062_IEO_HAP_LO
Sound1596,1062_IEO_HAP_LO
Sound1597,1043_DFA_NEU_XX
Sound1598,1043_DFA_NEU_XX
Sound1599,1043_DFA_NEU_XX
Sound1600,1087_IOM_ANG_XX
Sound1601,1087_IOM_ANG_XX
Sound1602,1087_IOM_ANG_XX
Sound1603,1024_TSI_SAD_XX
Sound1604,1024_TSI_SAD_XX
Sound1605,1024_TSI_SAD_XX
Sound1606,1005_IEO_HAP_HI
Sound1607,1005_IEO_HAP_HI
Sound1608,1005_IEO_HAP_HI
Sound1609,1054_IEO_ANG_MD
Sound1610,1054_IEO_ANG_MD
Sound1611,1054_IEO_ANG_MD
Sound1612,1067_IEO_HAP_HI
Sound1613,1067_IEO_HAP_HI
Sound1614,1067_IEO_HAP_HI
Sound1615,1051_IOM_FEA_XX
Sound1616,1051_IOM_FEA_XX
Sound1617,1051_IOM_FEA_XX
Sound1618,1067_IEO_FEA_LO
Sound1619,1067_IEO_FEA_LO
Sound1620,1067_IEO_FEA_LO
Sound1621,1028_IWL_DIS_XX
Sound1622,1028_IWL_DIS_XX
Sound1623,1028_IWL_DIS_XX
Sound1624,1035_IEO_DIS_MD
Sound1625,1035_IEO_DIS_MD
Sound1626,1035_IEO_DIS_MD
Sound1627,1051_ITH_DIS_XX
Sound1628,1051_ITH_DIS_XX
Sound1629,1051_ITH_DIS_XX
Sound1630,1078_TSI_HAP_XX
Sound1631,1078_TSI_HAP_XX
Sound1632,1078_TSI_HAP_XX
Sound1633,1024_MTI_NEU_XX
Sound1634,1024_MTI_NEU_XX
Sound1635,1024_MTI_NEU_XX
Sound1636,1053_TSI_NEU_XX
Sound1637,1053_TSI_NEU_XX
Sound1638,1053_TSI_NEU_XX
Sound1639,1043_TIE_FEA_XX
Sound1640,1043_TIE_FEA_XX
Sound1641,1043_TIE_FEA_XX
Sound1642,1008_TAI_FEA_XX
Sound1643,1008_TAI_FEA_XX
Sound1644,1008_TAI_FEA_XX
Sound1645,1011_ITS_SAD_XX
Sound1646,1011_ITS_SAD_XX
Sound1647,1011_ITS_SAD_XX
Sound1648,1034_IEO_HAP_HI
Sound1649,1034_IEO_HAP_HI
Sound1650,1034_IEO_HAP_HI
Sound1651,1062_IOM_DIS_XX
Sound1652,1062_IOM_DIS_XX
Sound1653,1062_IOM_DIS_XX
Sound1654,1034_IEO_ANG_MD
Sound1655,1034_IEO_ANG_MD
Sound1656,1034_IEO_ANG_MD
Sound1657,1067_TSI_DIS_XX
Sound1658,1067_TSI_DIS_XX
Sound1659,1067_TSI_DIS_XX
Sound1660,1087_TAI_ANG_XX
Sound1661,1087_TAI_ANG_XX
Sound1662,1087_TAI_ANG_XX
Sound1663,1051_TSI_FEA_XX
Sound1664,1051_TSI_FEA_XX
Sound1665,1051_TSI_FEA_XX
Sound1666,1068_IWL_NEU_XX
Sound1667,1068_IWL_NEU_XX
Sound1668,1068_IWL_NEU_XX
Sound1669,1034_TSI_ANG_XX
Sound1670,1034_TSI_ANG_XX
Sound1671,1034_TSI_ANG_XX
Sound1672,1053_IWL_ANG_XX
Sound1673,1053_IWL_ANG_XX
Sound1674,1053_IWL_ANG_XX
Sound1675,1028_IEO_DIS_LO
Sound1676,1028_IEO_DIS_LO
Sound1677,1028_IEO_DIS_LO
Sound1678,1050_WSI_HAP_XX
Sound1679,1050_WSI_HAP_XX
Sound1680,1050_WSI_HAP_XX
Sound1681,1084_IWL_ANG_XX
Sound1682,1084_IWL_ANG_XX
Sound1683,1084_IWL_ANG_XX
Sound1684,1053_TAI_FEA_XX
Sound1685,1053_TAI_FEA_XX
Sound1686,1053_TAI_FEA_XX
Sound1687,1089_IEO_FEA_LO
Sound1688,1089_IEO_FEA_LO
Sound1689,1089_IEO_FEA_LO
Sound1690,1018_TAI_NEU_XX
Sound1691,1018_TAI_NEU_XX
Sound1692,1018_TAI_NEU_XX
Sound1693,1045_MTI_DIS_XX
Sound1694,1045_MTI_DIS_XX
Sound1695,1045_MTI_DIS_XX
Sound1696,1030_MTI_NEU_XX
Sound1697,1030_MTI_NEU_XX
Sound1698,1030_MTI_NEU_XX
Sound1699,1058_IEO_ANG_MD
Sound1700,1058_IEO_ANG_MD
Sound1701,1058_IEO_ANG_MD
Sound1702,1035_TIE_ANG_XX
Sound1703,1035_TIE_ANG_XX
Sound1704,1035_TIE_ANG_XX
Sound1705,1006_ITH_SAD_XX
Sound1706,1006_ITH_SAD_XX
Sound1707,1006_ITH_SAD_XX
Sound1708,1078_TSI_DIS_XX
Sound1709,1078_TSI_DIS_XX
Sound1710,1078_TSI_DIS_XX
Sound1711,1058_TAI_SAD_XX
Sound1712,1058_TAI_SAD_XX
Sound1713,1058_TAI_SAD_XX
Sound1714,1040_TAI_NEU_XX
Sound1715,1040_TAI_NEU_XX
Sound1716,1040_TAI_NEU_XX
Sound1717,1016_MTI_DIS_XX
Sound1718,1016_MTI_DIS_XX
Sound1719,1016_MTI_DIS_XX
Sound1720,1055_IWW_FEA_XX
Sound1721,1055_IWW_FEA_XX
Sound1722,1055_IWW_FEA_XX
Sound1723,1035_IOM_DIS_XX
Sound1724,1035_IOM_DIS_XX
Sound1725,1035_IOM_DIS_XX
Sound1726,1042_WSI_FEA_XX
Sound1727,1042_WSI_FEA_XX
Sound1728,1042_WSI_FEA_XX
Sound1729,1067_TIE_FEA_XX
Sound1730,1067_TIE_FEA_XX
Sound1731,1067_TIE_FEA_XX
Sound1732,1008_IWW_SAD_XX
Sound1733,1008_IWW_SAD_XX
Sound1734,1008_IWW_SAD_XX
Sound1735,1051_MTI_ANG_XX
Sound1736,1051_MTI_ANG_XX
Sound1737,1051_MTI_ANG_XX
Sound1738,1078_IWL_SAD_XX
Sound1739,1078_IWL_SAD_XX
Sound1740,1078_IWL_SAD_XX
Sound1741,1072_IEO_HAP_MD
Sound1742,1072_IEO_HAP_MD
Sound1743,1072_IEO_HAP_MD
Sound1744,1069_ITS_DIS_XX
Sound1745,1069_ITS_DIS_XX
Sound1746,1069_ITS_DIS_XX
Sound1747,1024_IOM_ANG_XX
Sound1748,1024_IOM_ANG_XX
Sound1749,1024_IOM_ANG_XX
Sound1750,1041_WSI_DIS_XX
Sound1751,1041_WSI_DIS_XX
Sound1752,1041_WSI_DIS_XX
Sound1753,1028_IWL_FEA_XX
Sound1754,1028_IWL_FEA_XX
Sound1755,1028_IWL_FEA_XX
Sound1756,1004_IWL_DIS_XX
Sound1757,1004_IWL_DIS_XX
Sound1758,1004_IWL_DIS_XX
Sound1759,1046_IOM_ANG_XX
Sound1760,1046_IOM_ANG_XX
Sound1761,1046_IOM_ANG_XX
Sound1762,1006_IEO_HAP_HI
Sound1763,1006_IEO_HAP_HI
Sound1764,1006_IEO_HAP_HI
Sound1765,1040_IWW_NEU_XX
Sound1766,1040_IWW_NEU_XX
Sound1767,1040_IWW_NEU_XX
Sound1768,1044_TSI_FEA_XX
Sound1769,1044_TSI_FEA_XX
Sound1770,1044_TSI_FEA_XX
Sound1771,1073_MTI_NEU_XX
Sound1772,1073_MTI_NEU_XX
Sound1773,1073_MTI_NEU_XX
Sound1774,1007_IEO_SAD_HI
Sound1775,1007_IEO_SAD_HI
Sound1776,1007_IEO_SAD_HI
Sound1777,1040_IEO_ANG_HI
Sound1778,1040_IEO_ANG_HI
Sound1779,1040_IEO_ANG_HI
Sound1780,1006_TAI_ANG_XX
Sound1781,1006_TAI_ANG_XX
Sound1782,1006_TAI_ANG_XX
Sound1783,1058_IOM_SAD_XX
Sound1784,1058_IOM_SAD_XX
Sound1785,1058_IOM_SAD_XX
Sound1786,1087_IWW_DIS_XX
Sound1787,1087_IWW_DIS_XX
Sound1788,1087_IWW_DIS_XX
Sound1789,1061_ITS_ANG_XX
Sound1790,1061_ITS_ANG_XX
Sound1791,1061_ITS_ANG_XX
Sound1792,1071_IOM_ANG_XX
Sound1793,1071_IOM_ANG_XX
Sound1794,1071_IOM_ANG_XX
Sound1795,1052_ITH_NEU_XX
Sound1796,1052_ITH_NEU_XX
Sound1797,1052_ITH_NEU_XX
Sound1798,1090_ITS_SAD_XX
Sound1799,1090_ITS_SAD_XX
Sound1800,1090_ITS_SAD_XX
Sound1801,1031_IWW_DIS_XX
Sound1802,1031_IWW_DIS_XX
Sound1803,1031_IWW_DIS_XX
Sound1804,1016_TAI_FEA_XX
Sound1805,1016_TAI_FEA_XX
Sound1806,1016_TAI_FEA_XX
Sound1807,1071_IWL_FEA_XX
Sound1808,1071_IWL_FEA_XX
Sound1809,1071_IWL_FEA_XX
Sound1810,1031_TSI_HAP_XX
Sound1811,1031_TSI_HAP_XX
Sound1812,1031_TSI_HAP_XX
Sound1813,1083_TAI_FEA_XX
Sound1814,1083_TAI_FEA_XX
Sound1815,1083_TAI_FEA_XX
Sound1816,1027_IEO_ANG_HI
Sound1817,1027_IEO_ANG_HI
Sound1818,1027_IEO_ANG_HI
Sound1819,1009_IOM_SAD_XX
Sound1820,1009_IOM_SAD_XX
Sound1821,1009_IOM_SAD_XX
Sound1822,1042_TIE_ANG_XX
Sound1823,1042_TIE_ANG_XX
Sound1824,1042_TIE_ANG_XX
Sound1825,1069_ITH_HAP_XX
Sound1826,1069_ITH_HAP_XX
Sound1827,1069_ITH_HAP_XX
Sound1828,1042_MTI_ANG_XX
Sound1829,1042_MTI_ANG_XX
Sound1830,1042_MTI_ANG_XX
Sound1831,1017_IOM_DIS_XX
Sound1832,1017_IOM_DIS_XX
Sound1833,1017_IOM_DIS_XX
Sound1834,1048_IEO_SAD_MD
Sound1835,1048_IEO_SAD_MD
Sound1836,1048_IEO_SAD_MD
Sound1837,1064_MTI_FEA_XX
Sound1838,1064_MTI_FEA_XX
Sound1839,1064_MTI_FEA_XX
Sound1840,1067_TAI_HAP_XX
Sound1841,1067_TAI_HAP_XX
Sound1842,1067_TAI_HAP_XX
Sound1843,1009_TSI_FEA_XX
Sound1844,1009_TSI_FEA_XX
Sound1845,1009_TSI_FEA_XX
Sound1846,1045_IOM_HAP_XX
Sound1847,1045_IOM_HAP_XX
Sound1848,1045_IOM_HAP_XX
Sound1849,1034_MTI_NEU_XX
Sound1850,1034_MTI_NEU_XX
Sound1851,1034_MTI_NEU_XX
Sound1852,1041_IEO_DIS_LO
Sound1853,1041_IEO_DIS_LO
Sound1854,1041_IEO_DIS_LO
Sound1855,1061_ITH_ANG_XX
Sound1856,1061_ITH_ANG_XX
Sound1857,1061_ITH_ANG_XX
Sound1858,1024_IOM_SAD_XX
Sound1859,1024_IOM_SAD_XX
Sound1860,1024_IOM_SAD_XX
Sound1861,1028_IWL_HAP_XX
Sound1862,1028_IWL_HAP_XX
Sound1863,1028_IWL_HAP_XX
Sound1864,1084_TIE_HAP_XX
Sound1865,1084_TIE_HAP_XX
Sound1866,1084_TIE_HAP_XX
Sound1867,1001_IWL_DIS_XX
Sound1868,1001_IWL_DIS_XX
Sound1869,1001_IWL_DIS_XX
Sound1870,1030_DFA_DIS_XX
Sound1871,1030_DFA_DIS_XX
Sound1872,1030_DFA_DIS_XX
Sound1873,1044_DFA_DIS_XX
Sound1874,1044_DFA_DIS_XX
Sound1875,1044_DFA_DIS_XX
Sound1876,1055_IWL_ANG_XX
Sound1877,1055_IWL_ANG_XX
Sound1878,1055_IWL_ANG_XX
Sound1879,1042_TSI_NEU_XX
Sound1880,1042_TSI_NEU_XX
Sound1881,1042_TSI_NEU_XX
Sound1882,1039_IWW_HAP_XX
Sound1883,1039_IWW_HAP_XX
Sound1884,1039_IWW_HAP_XX
Sound1885,1028_IWW_SAD_XX
Sound1886,1028_IWW_SAD_XX
Sound1887,1028_IWW_SAD_XX
Sound1888,1051_TIE_HAP_XX
Sound1889,1051_TIE_HAP_XX
Sound1890,1051_TIE_HAP_XX
Sound1891,1028_TSI_SAD_XX
Sound1892,1028_TSI_SAD_XX
Sound1893,1028_TSI_SAD_XX
Sound1894,1075_MTI_FEA_XX
Sound1895,1075_MTI_FEA_XX
Sound1896,1075_MTI_FEA_XX
Sound1897,1084_IEO_FEA_LO
Sound1898,1084_IEO_FEA_LO
Sound1899,1084_IEO_FEA_LO
Sound1900,1088_ITS_HAP_XX
Sound1901,1088_ITS_HAP_XX
Sound1902,1088_ITS_HAP_XX
Sound1903,1009_IEO_ANG_HI
Sound1904,1009_IEO_ANG_HI
Sound1905,1009_IEO_ANG_HI
Sound1906,1028_IEO_ANG_HI
Sound1907,1028_IEO_ANG_HI
Sound1908,1028_IEO_ANG_HI
Sound1909,1028_IWW_HAP_XX
Sound1910,1028_IWW_HAP_XX
Sound1911,1028_IWW_HAP_XX
Sound1912,1037_IEO_HAP_HI
Sound1913,1037_IEO_HAP_HI
Sound1914,1037_IEO_HAP_HI
Sound1915,1062_ITH_SAD_XX
Sound1916,1062_ITH_SAD_XX
Sound1917,1062_ITH_SAD_XX
Sound1918,1051_ITH_NEU_XX
Sound1919,1051_ITH_NEU_XX
Sound1920,1051_ITH_NEU_XX
Sound1921,1035_TAI_DIS_XX
Sound1922,1035_TAI_DIS_XX
Sound1923,1035_TAI_DIS_XX
Sound1924,1055_IWL_NEU_XX
Sound1925,1055_IWL_NEU_XX
Sound1926,1055_IWL_NEU_XX
Sound1927,1024_ITH_FEA_XX
Sound1928,1024_ITH_FEA_XX
Sound1929,1024_ITH_FEA_XX
Sound1930,1006_ITH_DIS_XX
Sound1931,1006_ITH_DIS_XX
Sound1932,1006_ITH_DIS_XX
Sound1933,1009_TSI_DIS_XX
Sound1934,1009_TSI_DIS_XX
Sound1935,1009_TSI_DIS_XX
Sound1936,1058_IWW_DIS_XX
Sound1937,1058_IWW_DIS_XX
Sound1938,1058_IWW_DIS_XX
Sound1939,1062_TSI_FEA_XX
Sound1940,1062_TSI_FEA_XX
Sound1941,1062_TSI_FEA_XX
Sound1942,1020_ITH_SAD_XX
Sound1943,1020_ITH_SAD_XX
Sound1944,1020_ITH_SAD_XX
Sound1945,1029_DFA_HAP_XX
Sound1946,1029_DFA_HAP_XX
Sound1947,1029_DFA_HAP_XX
Sound1948,1007_ITS_DIS_XX
Sound1949,1007_ITS_DIS_XX
Sound1950,1007_ITS_DIS_XX
Sound1951,1056_TAI_SAD_XX
Sound1952,1056_TAI_SAD_XX
Sound1953,1056_TAI_SAD_XX
Sound1954,1087_DFA_FEA_XX
Sound1955,1087_DFA_FEA_XX
Sound1956,1087_DFA_FEA_XX
Sound1957,1081_MTI_ANG_XX
Sound1958,1081_MTI_ANG_XX
Sound1959,1081_MTI_ANG_XX
Sound1960,1006_IEO_HAP_MD
Sound1961,1006_IEO_HAP_MD
Sound1962,1006_IEO_HAP_MD
Sound1963,1006_IOM_FEA_XX
Sound1964,1006_IOM_FEA_XX
Sound1965,1006_IOM_FEA_XX
Sound1966,1053_IWL_DIS_XX
Sound1967,1053_IWL_DIS_XX
Sound1968,1053_IWL_DIS_XX
Sound1969,1066_IEO_SAD_LO
Sound1970,1066_IEO_SAD_LO
Sound1971,1066_IEO_SAD_LO
Sound1972,1072_TIE_HAP_XX
Sound1973,1072_TIE_HAP_XX
Sound1974,1072_TIE_HAP_XX
Sound1975,1053_IEO_DIS_MD
Sound1976,1053_IEO_DIS_MD
Sound1977,1053_IEO_DIS_MD
Sound1978,1090_IWW_ANG_XX
Sound1979,1090_IWW_ANG_XX
Sound1980,1090_IWW_ANG_XX
Sound1981,1048_DFA_SAD_XX
Sound1982,1048_DFA_SAD_XX
Sound1983,1048_DFA_SAD_XX
Sound1984,1085_DFA_SAD_XX
Sound1985,1085_DFA_SAD_XX
Sound1986,1085_DFA_SAD_XX
Sound1987,1037_TSI_SAD_XX
Sound1988,1037_TSI_SAD_XX
Sound1989,1037_TSI_SAD_XX
Sound1990,1031_DFA_NEU_XX
Sound1991,1031_DFA_NEU_XX
Sound1992,1031_DFA_NEU_XX
Sound1993,1090_IWL_NEU_XX
Sound1994,1090_IWL_NEU_XX
Sound1995,1090_IWL_NEU_XX
Sound1996,1045_IEO_DIS_LO
Sound1997,1045_IEO_DIS_LO
Sound1998,1045_IEO_DIS_LO
Sound1999,1086_IWL_FEA_XX
Sound2000,1086_IWL_FEA_XX
Sound2001,1086_IWL_FEA_XX
Sound2002,1077_IWL_NEU_XX
Sound2003,1077_IWL_NEU_XX
Sound2004,1077_IWL_NEU_XX
Sound2005,1047_IEO_ANG_HI
Sound2006,1047_IEO_ANG_HI
Sound2007,1047_IEO_ANG_HI
Sound2008,1030_WSI_ANG_XX
Sound2009,1030_WSI_ANG_XX
Sound2010,1030_WSI_ANG_XX
Sound2011,1019_IEO_HAP_HI
Sound2012,1019_IEO_HAP_HI
Sound2013,1019_IEO_HAP_HI
Sound2014,1011_WSI_DIS_XX
Sound2015,1011_WSI_DIS_XX
Sound2016,1011_WSI_DIS_XX
Sound2017,1067_IWL_SAD_XX
Sound2018,1067_IWL_SAD_XX
Sound2019,1067_IWL_SAD_XX
Sound2020,1024_IEO_FEA_LO
Sound2021,1024_IEO_FEA_LO
Sound2022,1024_IEO_FEA_LO
Sound2023,1038_IEO_HAP_LO
Sound2024,1038_IEO_HAP_LO
Sound2025,1038_IEO_HAP_LO
Sound2026,1016_TAI_DIS_XX
Sound2027,1016_TAI_DIS_XX
Sound2028,1016_TAI_DIS_XX
Sound2029,1025_IWL_ANG_XX
Sound2030,1025_IWL_ANG_XX
Sound2031,1025_IWL_ANG_XX
Sound2032,1028_IOM_HAP_XX
Sound2033,1028_IOM_HAP_XX
Sound2034,1028_IOM_HAP_XX
Sound2035,1042_IWL_DIS_XX
Sound2036,1042_IWL_DIS_XX
Sound2037,1042_IWL_DIS_XX
Sound2038,1023_MTI_ANG_XX
Sound2039,1023_MTI_ANG_XX
Sound2040,1023_MTI_ANG_XX
Sound2041,1011_TIE_ANG_XX
Sound2042,1011_TIE_ANG_XX
Sound2043,1011_TIE_ANG_XX
Sound2044,1007_TSI_HAP_XX
Sound2045,1007_TSI_HAP_XX
Sound2046,1007_TSI_HAP_XX
Sound2047,1016_IEO_DIS_HI
Sound2048,1016_IEO_DIS_HI
Sound2049,1016_IEO_DIS_HI
Sound2050,1069_TIE_FEA_XX
Sound2051,1069_TIE_FEA_XX
Sound2052,1069_TIE_FEA_XX
Sound2053,1022_TAI_NEU_XX
Sound2054,1022_TAI_NEU_XX
Sound2055,1022_TAI_NEU_XX
Sound2056,1061_DFA_ANG_XX
Sound2057,1061_DFA_ANG_XX
Sound2058,1061_DFA_ANG_XX
Sound2059,1050_ITS_SAD_XX
Sound2060,1050_ITS_SAD_XX
Sound2061,1050_ITS_SAD_XX
Sound2062,1032_ITS_NEU_XX
Sound2063,1032_ITS_NEU_XX
Sound2064,1032_ITS_NEU_XX
Sound2065,1054_IWL_ANG_XX
Sound2066,1054_IWL_ANG_XX
Sound2067,1054_IWL_ANG_XX
Sound2068,1008_MTI_DIS_XX
Sound2069,1008_MTI_DIS_XX
Sound2070,1008_MTI_DIS_XX
Sound2071,1024_MTI_FEA_XX
Sound2072,1024_MTI_FEA_XX
Sound2073,1024_MTI_FEA_XX
Sound2074,1068_ITH_HAP_XX
Sound2075,1068_ITH_HAP_XX
Sound2076,1068_ITH_HAP_XX
Sound2077,1036_IOM_SAD_XX
Sound2078,1036_IOM_SAD_XX
Sound2079,1036_IOM_SAD_XX
Sound2080,1034_IEO_HAP_MD
Sound2081,1034_IEO_HAP_MD
Sound2082,1034_IEO_HAP_MD
Sound2083,1016_IOM_NEU_XX
Sound2084,1016_IOM_NEU_XX
Sound2085,1016_IOM_NEU_XX
Sound2086,1076_IOM_FEA_XX
Sound2087,1076_IOM_FEA_XX
Sound2088,1076_IOM_FEA_XX
Sound2089,1051_TSI_DIS_XX
Sound2090,1051_TSI_DIS_XX
Sound2091,1051_TSI_DIS_XX
Sound2092,1032_IEO_DIS_HI
Sound2093,1032_IEO_DIS_HI
Sound2094,1032_IEO_DIS_HI
Sound2095,1056_TIE_HAP_XX
Sound2096,1056_TIE_HAP_XX
Sound2097,1056_TIE_HAP_XX
Sound2098,1050_IEO_DIS_MD
Sound2099,1050_IEO_DIS_MD
Sound2100,1050_IEO_DIS_MD
Sound2101,1064_TSI_HAP_XX
Sound2102,1064_TSI_HAP_XX
Sound2103,1064_TSI_HAP_XX
Sound2104,1084_TIE_SAD_XX
Sound2105,1084_TIE_SAD_XX
Sound2106,1084_TIE_SAD_XX
Sound2107,1059_IEO_ANG_LO
Sound2108,1059_IEO_ANG_LO
Sound2109,1059_IEO_ANG_LO
Sound2110,1036_TIE_FEA_XX
Sound2111,1036_TIE_FEA_XX
Sound2112,1036_TIE_FEA_XX
Sound2113,1046_DFA_FEA_XX
Sound2114,1046_DFA_FEA_XX
Sound2115,1046_DFA_FEA_XX
Sound2116,1023_TIE_NEU_XX
Sound2117,1023_TIE_NEU_XX
Sound2118,1023_TIE_NEU_XX
Sound2119,1059_IWW_ANG_XX
Sound2120,1059_IWW_ANG_XX
Sound2121,1059_IWW_ANG_XX
Sound2122,1025_IEO_HAP_MD
Sound2123,1025_IEO_HAP_MD
Sound2124,1025_IEO_HAP_MD
Sound2125,1081_TIE_NEU_XX
Sound2126,1081_TIE_NEU_XX
Sound2127,1081_TIE_NEU_XX
Sound2128,1067_TAI_NEU_XX
Sound2129,1067_TAI_NEU_XX
Sound2130,1067_TAI_NEU_XX
Sound2131,1073_IWW_FEA_XX
Sound2132,1073_IWW_FEA_XX
Sound2133,1073_IWW_FEA_XX
Sound2134,1006_TAI_FEA_XX
Sound2135,1006_TAI_FEA_XX
Sound2136,1006_TAI_FEA_XX
Sound2137,1004_IEO_NEU_XX
Sound2138,1004_IEO_NEU_XX
Sound2139,1004_IEO_NEU_XX
Sound2140,1076_IEO_HAP_LO
Sound2141,1076_IEO_HAP_LO
Sound2142,1076_IEO_HAP_LO
Sound2143,1058_TSI_DIS_XX
Sound2144,1058_TSI_DIS_XX
Sound2145,1058_TSI_DIS_XX
Sound2146,1010_IEO_ANG_HI
